L -1699.48, -1944.03, 0.0000, -1608.95, -1902.52, 0.0000, 95, 78, 50
L -1608.95, -1902.52, 0.0000, -1518.43, -1944.03, 0.0000, 95, 78, 50
L -1518.43, -1944.03, 0.0000, -1427.90, -1905.14, 0.0000, 95, 78, 50
L -1427.90, -1905.14, 0.0000, -1337.38, -1944.03, 0.0000, 95, 78, 50
L -1337.38, -1944.03, 0.0000, -1246.85, -1925.05, 0.0000, 95, 78, 50
L -1246.85, -1925.05, 0.0000, -1156.33, -1944.03, 0.0000, 95, 78, 50
L -1156.33, -1944.03, 0.0000, -1065.80, -1908.72, 0.0000, 95, 78, 50
L -1065.80, -1908.72, 0.0000, -975.28, -1944.03, 0.0000, 95, 78, 50
L -975.28, -1944.03, 0.0000, -884.75, -1891.11, 0.0000, 95, 78, 50
L -884.75, -1891.11, 0.0000, -794.23, -1944.03, 0.0000, 95, 78, 50
L -794.23, -1944.03, 0.0000, -703.70, -1899.47, 0.0000, 95, 78, 50
L -703.70, -1899.47, 0.0000, -613.18, -1944.03, 0.0000, 95, 78, 50
L -613.18, -1944.03, 0.0000, -522.65, -1916.53, 0.0000, 95, 78, 50
L -522.65, -1916.53, 0.0000, -432.13, -1944.03, 0.0000, 95, 78, 50
L -432.13, -1944.03, 0.0000, -341.60, -1893.72, 0.0000, 95, 78, 50
L -341.60, -1893.72, 0.0000, -251.08, -1944.03, 0.0000, 95, 78, 50
L -251.08, -1944.03, 0.0000, -160.55, -1898.11, 0.0000, 95, 78, 50
L -160.55, -1898.11, 0.0000, -70.03, -1944.03, 0.0000, 95, 78, 50
L -70.03, -1944.03, 0.0000, 20.50, -1900.96, 0.0000, 95, 78, 50
L 20.50, -1900.96, 0.0000, 111.02, -1944.03, 0.0000, 95, 78, 50
L 111.02, -1944.03, 0.0000, 201.55, -1890.96, 0.0000, 95, 78, 50
L 201.55, -1890.96, 0.0000, 292.07, -1944.03, 0.0000, 95, 78, 50
L 292.07, -1944.03, 0.0000, 382.60, -1908.14, 0.0000, 95, 78, 50
L 382.60, -1908.14, 0.0000, 473.12, -1944.03, 0.0000, 95, 78, 50
L 473.12, -1944.03, 0.0000, 563.65, -1921.75, 0.0000, 95, 78, 50
L 563.65, -1921.75, 0.0000, 654.17, -1944.03, 0.0000, 95, 78, 50
L 654.17, -1944.03, 0.0000, 744.70, -1907.90, 0.0000, 95, 78, 50
L 744.70, -1907.90, 0.0000, 835.22, -1944.03, 0.0000, 95, 78, 50
L 835.22, -1944.03, 0.0000, 925.75, -1892.76, 0.0000, 95, 78, 50
L 925.75, -1892.76, 0.0000, 1016.27, -1944.03, 0.0000, 95, 78, 50
L 1016.27, -1944.03, 0.0000, 1106.80, -1900.53, 0.0000, 95, 78, 50
L 1106.80, -1900.53, 0.0000, 1197.32, -1944.03, 0.0000, 95, 78, 50
L 1197.32, -1944.03, 0.0000, 1287.85, -1918.14, 0.0000, 95, 78, 50
L 1287.85, -1918.14, 0.0000, 1378.37, -1944.03, 0.0000, 95, 78, 50
L 1378.37, -1944.03, 0.0000, 1468.90, -1914.32, 0.0000, 95, 78, 50
L 1468.90, -1914.32, 0.0000, 1559.42, -1944.03, 0.0000, 95, 78, 50
L 1559.42, -1944.03, 0.0000, 1649.95, -1911.23, 0.0000, 95, 78, 50
L 1649.95, -1911.23, 0.0000, 1740.47, -1944.03, 0.0000, 95, 78, 50
L 1740.47, -1944.03, 0.0000, 1831.00, -1895.41, 0.0000, 95, 78, 50
L 1831.00, -1944.03, 0.0000, 1780.18, -1852.09, 0.0000, 95, 78, 50
L 1780.18, -1852.09, 0.0000, 1831.00, -1760.14, 0.0000, 95, 78, 50
L 1831.00, -1760.14, 0.0000, 1799.24, -1668.20, 0.0000, 95, 78, 50
L 1799.24, -1668.20, 0.0000, 1831.00, -1576.26, 0.0000, 95, 78, 50
L 1831.00, -1576.26, 0.0000, 1788.97, -1484.31, 0.0000, 95, 78, 50
L 1788.97, -1484.31, 0.0000, 1831.00, -1392.37, 0.0000, 95, 78, 50
L 1831.00, -1392.37, 0.0000, 1806.73, -1300.43, 0.0000, 95, 78, 50
L 1806.73, -1300.43, 0.0000, 1831.00, -1208.48, 0.0000, 95, 78, 50
L 1831.00, -1208.48, 0.0000, 1802.95, -1116.54, 0.0000, 95, 78, 50
L 1802.95, -1116.54, 0.0000, 1831.00, -1024.59, 0.0000, 95, 78, 50
L 1831.00, -1024.59, 0.0000, 1785.07, -932.65, 0.0000, 95, 78, 50
L 1785.07, -932.65, 0.0000, 1831.00, -840.71, 0.0000, 95, 78, 50
L 1831.00, -840.71, 0.0000, 1807.95, -748.76, 0.0000, 95, 78, 50
L 1807.95, -748.76, 0.0000, 1831.00, -656.82, 0.0000, 95, 78, 50
L 1831.00, -656.82, 0.0000, 1805.58, -564.88, 0.0000, 95, 78, 50
L 1805.58, -564.88, 0.0000, 1831.00, -472.93, 0.0000, 95, 78, 50
L 1831.00, -472.93, 0.0000, 1797.33, -380.99, 0.0000, 95, 78, 50
L 1797.33, -380.99, 0.0000, 1831.00, -289.05, 0.0000, 95, 78, 50
L 1831.00, -289.05, 0.0000, 1791.84, -197.10, 0.0000, 95, 78, 50
L 1791.84, -197.10, 0.0000, 1831.00, -105.16, 0.0000, 95, 78, 50
L 1831.00, -105.16, 0.0000, 1810.84, -13.21, 0.0000, 95, 78, 50
L 1810.84, -13.21, 0.0000, 1831.00, 78.73, 0.0000, 95, 78, 50
L 1831.00, 78.73, 0.0000, 1810.40, 170.67, 0.0000, 95, 78, 50
L 1810.40, 170.67, 0.0000, 1831.00, 262.62, 0.0000, 95, 78, 50
L 1831.00, 262.62, 0.0000, 1800.63, 354.56, 0.0000, 95, 78, 50
L 1800.63, 354.56, 0.0000, 1831.00, 446.50, 0.0000, 95, 78, 50
L 1831.00, 446.50, 0.0000, 1795.06, 538.45, 0.0000, 95, 78, 50
L 1795.06, 538.45, 0.0000, 1831.00, 630.39, 0.0000, 95, 78, 50
L 1831.00, 630.39, 0.0000, 1776.77, 722.33, 0.0000, 95, 78, 50
L 1776.77, 722.33, 0.0000, 1831.00, 814.28, 0.0000, 95, 78, 50
L 1831.00, 814.28, 0.0000, 1813.85, 906.22, 0.0000, 95, 78, 50
L 1813.85, 906.22, 0.0000, 1831.00, 998.17, 0.0000, 95, 78, 50
L 1831.00, 998.17, 0.0000, 1799.63, 1090.11, 0.0000, 95, 78, 50
L 1799.63, 1090.11, 0.0000, 1831.00, 1182.05, 0.0000, 95, 78, 50
L 1831.00, 1182.05, 0.0000, 1785.87, 1274.00, 0.0000, 95, 78, 50
L 1785.87, 1274.00, 0.0000, 1831.00, 1365.94, 0.0000, 95, 78, 50
L 1831.00, 1365.94, 0.0000, 1740.47, 1349.33, 0.0000, 95, 78, 50
L 1740.47, 1349.33, 0.0000, 1649.95, 1365.94, 0.0000, 95, 78, 50
L 1649.95, 1365.94, 0.0000, 1559.42, 1341.35, 0.0000, 95, 78, 50
L 1559.42, 1341.35, 0.0000, 1468.90, 1365.94, 0.0000, 95, 78, 50
L 1468.90, 1365.94, 0.0000, 1378.37, 1348.16, 0.0000, 95, 78, 50
L 1378.37, 1348.16, 0.0000, 1287.85, 1365.94, 0.0000, 95, 78, 50
L 1287.85, 1365.94, 0.0000, 1197.32, 1320.20, 0.0000, 95, 78, 50
L 1197.32, 1320.20, 0.0000, 1106.80, 1365.94, 0.0000, 95, 78, 50
L 1106.80, 1365.94, 0.0000, 1016.27, 1327.11, 0.0000, 95, 78, 50
L 1016.27, 1327.11, 0.0000, 925.75, 1365.94, 0.0000, 95, 78, 50
L 925.75, 1365.94, 0.0000, 835.22, 1312.10, 0.0000, 95, 78, 50
L 835.22, 1312.10, 0.0000, 744.70, 1365.94, 0.0000, 95, 78, 50
L 744.70, 1365.94, 0.0000, 654.17, 1346.23, 0.0000, 95, 78, 50
L 654.17, 1346.23, 0.0000, 563.65, 1365.94, 0.0000, 95, 78, 50
L 563.65, 1365.94, 0.0000, 473.12, 1330.30, 0.0000, 95, 78, 50
L 473.12, 1330.30, 0.0000, 382.60, 1365.94, 0.0000, 95, 78, 50
L 382.60, 1365.94, 0.0000, 292.07, 1343.49, 0.0000, 95, 78, 50
L 292.07, 1343.49, 0.0000, 201.55, 1365.94, 0.0000, 95, 78, 50
L 201.55, 1365.94, 0.0000, 111.02, 1327.08, 0.0000, 95, 78, 50
L 111.02, 1327.08, 0.0000, 20.50, 1365.94, 0.0000, 95, 78, 50
L 20.50, 1365.94, 0.0000, -70.03, 1344.57, 0.0000, 95, 78, 50
L -70.03, 1344.57, 0.0000, -160.55, 1365.94, 0.0000, 95, 78, 50
L -160.55, 1365.94, 0.0000, -251.08, 1321.51, 0.0000, 95, 78, 50
L -251.08, 1321.51, 0.0000, -341.60, 1365.94, 0.0000, 95, 78, 50
L -341.60, 1365.94, 0.0000, -432.13, 1331.29, 0.0000, 95, 78, 50
L -432.13, 1331.29, 0.0000, -522.65, 1365.94, 0.0000, 95, 78, 50
L -522.65, 1365.94, 0.0000, -613.18, 1335.55, 0.0000, 95, 78, 50
L -613.18, 1335.55, 0.0000, -703.70, 1365.94, 0.0000, 95, 78, 50
L -703.70, 1365.94, 0.0000, -794.23, 1341.84, 0.0000, 95, 78, 50
L -794.23, 1341.84, 0.0000, -884.75, 1365.94, 0.0000, 95, 78, 50
L -884.75, 1365.94, 0.0000, -975.28, 1345.27, 0.0000, 95, 78, 50
L -975.28, 1345.27, 0.0000, -1065.80, 1365.94, 0.0000, 95, 78, 50
L -1065.80, 1365.94, 0.0000, -1156.33, 1322.17, 0.0000, 95, 78, 50
L -1156.33, 1322.17, 0.0000, -1246.85, 1365.94, 0.0000, 95, 78, 50
L -1246.85, 1365.94, 0.0000, -1337.38, 1348.57, 0.0000, 95, 78, 50
L -1337.38, 1348.57, 0.0000, -1427.90, 1365.94, 0.0000, 95, 78, 50
L -1427.90, 1365.94, 0.0000, -1518.43, 1332.79, 0.0000, 95, 78, 50
L -1518.43, 1332.79, 0.0000, -1608.95, 1365.94, 0.0000, 95, 78, 50
L -1608.95, 1365.94, 0.0000, -1699.48, 1312.18, 0.0000, 95, 78, 50
L -1699.48, 1312.18, 0.0000, -1790.00, 1365.94, 0.0000, 95, 78, 50
L -1790.00, 1365.94, 0.0000, -1880.53, 1330.09, 0.0000, 95, 78, 50
L -1880.53, 1330.09, 0.0000, -1971.05, 1365.94, 0.0000, 95, 78, 50
L -1971.05, 1365.94, 0.0000, -2061.58, 1341.71, 0.0000, 95, 78, 50
L -2061.58, 1341.71, 0.0000, -2152.10, 1365.94, 0.0000, 95, 78, 50
L -2152.10, 1365.94, 0.0000, -2242.63, 1329.20, 0.0000, 95, 78, 50
L -2242.63, 1329.20, 0.0000, -2333.15, 1365.94, 0.0000, 95, 78, 50
L -2333.15, 1365.94, 0.0000, -2423.68, 1324.52, 0.0000, 95, 78, 50
L -2423.68, 1324.52, 0.0000, -2514.20, 1365.94, 0.0000, 95, 78, 50
L -2514.20, 1365.94, 0.0000, -2604.73, 1325.83, 0.0000, 95, 78, 50
L -2604.73, 1325.83, 0.0000, -2695.25, 1365.94, 0.0000, 95, 78, 50
L -2695.25, 1365.94, 0.0000, -2785.78, 1320.82, 0.0000, 95, 78, 50
L -2785.78, 1320.82, 0.0000, -2876.30, 1365.94, 0.0000, 95, 78, 50
L -2876.30, 1365.94, 0.0000, -2966.83, 1311.64, 0.0000, 95, 78, 50
L -2966.83, 1311.64, 0.0000, -3057.35, 1365.94, 0.0000, 95, 78, 50
L -3057.35, 1365.94, 0.0000, -3147.88, 1338.03, 0.0000, 95, 78, 50
L -3147.88, 1338.03, 0.0000, -3238.40, 1365.94, 0.0000, 95, 78, 50
L -3238.40, 1365.94, 0.0000, -3328.93, 1311.83, 0.0000, 95, 78, 50
L -3328.93, 1311.83, 0.0000, -3419.45, 1365.94, 0.0000, 95, 78, 50
L -3419.45, 1365.94, 0.0000, -3509.98, 1313.19, 0.0000, 95, 78, 50
L -3509.98, 1313.19, 0.0000, -3600.50, 1365.94, 0.0000, 95, 78, 50
L -3600.50, 1365.94, 0.0000, -3691.03, 1329.56, 0.0000, 95, 78, 50
L -3691.03, 1329.56, 0.0000, -3781.55, 1365.94, 0.0000, 95, 78, 50
L -3781.55, 1365.94, 0.0000, -3872.08, 1312.59, 0.0000, 95, 78, 50
L -3872.08, 1312.59, 0.0000, -3962.60, 1365.94, 0.0000, 95, 78, 50
L -3962.60, 1365.94, 0.0000, -4053.13, 1338.05, 0.0000, 95, 78, 50
L -4053.13, 1338.05, 0.0000, -4143.65, 1365.94, 0.0000, 95, 78, 50
L -4143.65, 1365.94, 0.0000, -4234.18, 1341.90, 0.0000, 95, 78, 50
L -4234.18, 1341.90, 0.0000, -4324.70, 1365.94, 0.0000, 95, 78, 50
L -4324.70, 1365.94, 0.0000, -4415.23, 1312.53, 0.0000, 95, 78, 50
L -4415.23, 1365.94, 0.0000, -4366.12, 1274.00, 0.0000, 95, 78, 50
L -4366.12, 1274.00, 0.0000, -4415.23, 1182.05, 0.0000, 95, 78, 50
L -4415.23, 1182.05, 0.0000, -4387.54, 1090.11, 0.0000, 95, 78, 50
L -4387.54, 1090.11, 0.0000, -4415.23, 998.17, 0.0000, 95, 78, 50
L -4415.23, 998.17, 0.0000, -4366.29, 906.22, 0.0000, 95, 78, 50
L -4366.29, 906.22, 0.0000, -4415.23, 814.28, 0.0000, 95, 78, 50
L -4415.23, 814.28, 0.0000, -4362.69, 722.33, 0.0000, 95, 78, 50
L -4362.69, 722.33, 0.0000, -4415.23, 630.39, 0.0000, 95, 78, 50
L -4415.23, 630.39, 0.0000, -4367.12, 538.45, 0.0000, 95, 78, 50
L -4367.12, 538.45, 0.0000, -4415.23, 446.50, 0.0000, 95, 78, 50
L -4415.23, 446.50, 0.0000, -4384.78, 354.56, 0.0000, 95, 78, 50
L -4384.78, 354.56, 0.0000, -4415.23, 262.62, 0.0000, 95, 78, 50
L -4415.23, 262.62, 0.0000, -4379.87, 170.67, 0.0000, 95, 78, 50
L -4379.87, 170.67, 0.0000, -4415.23, 78.73, 0.0000, 95, 78, 50
L -4415.23, 78.73, 0.0000, -4366.46, -13.21, 0.0000, 95, 78, 50
L -4366.46, -13.21, 0.0000, -4415.23, -105.16, 0.0000, 95, 78, 50
L -4415.23, -105.16, 0.0000, -4396.09, -197.10, 0.0000, 95, 78, 50
L -4396.09, -197.10, 0.0000, -4415.23, -289.05, 0.0000, 95, 78, 50
L -4415.23, -289.05, 0.0000, -4388.30, -380.99, 0.0000, 95, 78, 50
L -4388.30, -380.99, 0.0000, -4415.23, -472.93, 0.0000, 95, 78, 50
L -4415.23, -472.93, 0.0000, -4394.22, -564.88, 0.0000, 95, 78, 50
L -4394.22, -564.88, 0.0000, -4415.23, -656.82, 0.0000, 95, 78, 50
L -4415.23, -656.82, 0.0000, -4388.18, -748.76, 0.0000, 95, 78, 50
L -4388.18, -748.76, 0.0000, -4415.23, -840.71, 0.0000, 95, 78, 50
L -4415.23, -840.71, 0.0000, -4367.77, -932.65, 0.0000, 95, 78, 50
L -4367.77, -932.65, 0.0000, -4415.23, -1024.59, 0.0000, 95, 78, 50
L -4415.23, -1024.59, 0.0000, -4388.05, -1116.54, 0.0000, 95, 78, 50
L -4388.05, -1116.54, 0.0000, -4415.23, -1208.48, 0.0000, 95, 78, 50
L -4415.23, -1208.48, 0.0000, -4382.87, -1300.43, 0.0000, 95, 78, 50
L -4382.87, -1300.43, 0.0000, -4415.23, -1392.37, 0.0000, 95, 78, 50
L -4415.23, -1392.37, 0.0000, -4361.56, -1484.31, 0.0000, 95, 78, 50
L -4361.56, -1484.31, 0.0000, -4415.23, -1576.26, 0.0000, 95, 78, 50
L -4415.23, -1576.26, 0.0000, -4369.95, -1668.20, 0.0000, 95, 78, 50
L -4369.95, -1668.20, 0.0000, -4415.23, -1760.14, 0.0000, 95, 78, 50
L -4415.23, -1760.14, 0.0000, -4367.42, -1852.09, 0.0000, 95, 78, 50
L -4367.42, -1852.09, 0.0000, -4415.23, -1944.03, 0.0000, 95, 78, 50
L -4370.23, -1899.03, 0.0000, -4249.52, -1882.30, 0.0000, 180, 160, 112
L -4249.52, -1882.30, 0.0000, -4128.81, -1899.03, 0.0000, 180, 160, 112
L -4128.81, -1899.03, 0.0000, -4008.10, -1873.37, 0.0000, 180, 160, 112
L -4008.10, -1873.37, 0.0000, -3887.39, -1899.03, 0.0000, 180, 160, 112
L -3887.39, -1899.03, 0.0000, -3766.68, -1876.28, 0.0000, 180, 160, 112
L -3766.68, -1876.28, 0.0000, -3645.97, -1899.03, 0.0000, 180, 160, 112
L -3645.97, -1899.03, 0.0000, -3525.26, -1869.18, 0.0000, 180, 160, 112
L -3525.26, -1869.18, 0.0000, -3404.55, -1899.03, 0.0000, 180, 160, 112
L -3404.55, -1899.03, 0.0000, -3283.84, -1873.52, 0.0000, 180, 160, 112
L -3283.84, -1873.52, 0.0000, -3163.13, -1899.03, 0.0000, 180, 160, 112
L -3163.13, -1899.03, 0.0000, -3042.41, -1877.21, 0.0000, 180, 160, 112
L -3042.41, -1877.21, 0.0000, -2921.70, -1899.03, 0.0000, 180, 160, 112
L -2921.70, -1899.03, 0.0000, -2800.99, -1888.20, 0.0000, 180, 160, 112
L -2800.99, -1888.20, 0.0000, -2680.28, -1899.03, 0.0000, 180, 160, 112
L -2680.28, -1899.03, 0.0000, -2559.57, -1871.79, 0.0000, 180, 160, 112
L -2559.57, -1871.79, 0.0000, -2438.86, -1899.03, 0.0000, 180, 160, 112
L -2438.86, -1899.03, 0.0000, -2318.15, -1870.60, 0.0000, 180, 160, 112
L -2318.15, -1870.60, 0.0000, -2197.44, -1899.03, 0.0000, 180, 160, 112
L -2197.44, -1899.03, 0.0000, -2076.73, -1877.28, 0.0000, 180, 160, 112
L -2076.73, -1877.28, 0.0000, -1956.02, -1899.03, 0.0000, 180, 160, 112
L -1956.02, -1899.03, 0.0000, -1835.31, -1876.32, 0.0000, 180, 160, 112
L -1835.31, -1876.32, 0.0000, -1714.60, -1899.03, 0.0000, 180, 160, 112
L -1714.60, -1899.03, 0.0000, -1593.89, -1889.22, 0.0000, 180, 160, 112
L -1593.89, -1889.22, 0.0000, -1473.18, -1899.03, 0.0000, 180, 160, 112
L -1473.18, -1899.03, 0.0000, -1352.47, -1871.99, 0.0000, 180, 160, 112
L -1352.47, -1871.99, 0.0000, -1231.76, -1899.03, 0.0000, 180, 160, 112
L -1231.76, -1899.03, 0.0000, -1111.05, -1882.34, 0.0000, 180, 160, 112
L -1111.05, -1882.34, 0.0000, -990.34, -1899.03, 0.0000, 180, 160, 112
L -990.34, -1899.03, 0.0000, -869.63, -1872.92, 0.0000, 180, 160, 112
L -869.63, -1872.92, 0.0000, -748.92, -1899.03, 0.0000, 180, 160, 112
L -748.92, -1899.03, 0.0000, -628.21, -1877.44, 0.0000, 180, 160, 112
L -628.21, -1877.44, 0.0000, -507.50, -1899.03, 0.0000, 180, 160, 112
L -507.50, -1899.03, 0.0000, -386.79, -1883.80, 0.0000, 180, 160, 112
L -386.79, -1883.80, 0.0000, -266.08, -1899.03, 0.0000, 180, 160, 112
L -266.08, -1899.03, 0.0000, -145.37, -1883.17, 0.0000, 180, 160, 112
L -145.37, -1883.17, 0.0000, -24.66, -1899.03, 0.0000, 180, 160, 112
L -24.66, -1899.03, 0.0000, 96.05, -1887.64, 0.0000, 180, 160, 112
L 96.05, -1887.64, 0.0000, 216.77, -1899.03, 0.0000, 180, 160, 112
L 216.77, -1899.03, 0.0000, 337.48, -1882.72, 0.0000, 180, 160, 112
L 337.48, -1882.72, 0.0000, 458.19, -1899.03, 0.0000, 180, 160, 112
L 458.19, -1899.03, 0.0000, 578.90, -1884.68, 0.0000, 180, 160, 112
L 578.90, -1884.68, 0.0000, 699.61, -1899.03, 0.0000, 180, 160, 112
L 699.61, -1899.03, 0.0000, 820.32, -1880.98, 0.0000, 180, 160, 112
L 820.32, -1880.98, 0.0000, 941.03, -1899.03, 0.0000, 180, 160, 112
L 941.03, -1899.03, 0.0000, 1061.74, -1887.94, 0.0000, 180, 160, 112
L 1061.74, -1887.94, 0.0000, 1182.45, -1899.03, 0.0000, 180, 160, 112
L 1182.45, -1899.03, 0.0000, 1303.16, -1883.87, 0.0000, 180, 160, 112
L 1303.16, -1883.87, 0.0000, 1423.87, -1899.03, 0.0000, 180, 160, 112
L 1423.87, -1899.03, 0.0000, 1544.58, -1874.29, 0.0000, 180, 160, 112
L 1544.58, -1874.29, 0.0000, 1665.29, -1899.03, 0.0000, 180, 160, 112
L 1665.29, -1899.03, 0.0000, 1786.00, -1888.96, 0.0000, 180, 160, 112
L 1786.00, -1899.03, 0.0000, 1765.33, -1775.19, 0.0000, 180, 160, 112
L 1765.33, -1775.19, 0.0000, 1786.00, -1651.34, 0.0000, 180, 160, 112
L 1786.00, -1651.34, 0.0000, 1759.67, -1527.50, 0.0000, 180, 160, 112
L 1759.67, -1527.50, 0.0000, 1786.00, -1403.65, 0.0000, 180, 160, 112
L 1786.00, -1403.65, 0.0000, 1770.14, -1279.81, 0.0000, 180, 160, 112
L 1770.14, -1279.81, 0.0000, 1786.00, -1155.96, 0.0000, 180, 160, 112
L 1786.00, -1155.96, 0.0000, 1761.54, -1032.12, 0.0000, 180, 160, 112
L 1761.54, -1032.12, 0.0000, 1786.00, -908.27, 0.0000, 180, 160, 112
L 1786.00, -908.27, 0.0000, 1765.18, -784.43, 0.0000, 180, 160, 112
L 1765.18, -784.43, 0.0000, 1786.00, -660.58, 0.0000, 180, 160, 112
L 1786.00, -660.58, 0.0000, 1756.06, -536.74, 0.0000, 180, 160, 112
L 1756.06, -536.74, 0.0000, 1786.00, -412.89, 0.0000, 180, 160, 112
L 1786.00, -412.89, 0.0000, 1774.21, -289.05, 0.0000, 180, 160, 112
L 1774.21, -289.05, 0.0000, 1786.00, -165.20, 0.0000, 180, 160, 112
L 1786.00, -165.20, 0.0000, 1768.44, -41.36, 0.0000, 180, 160, 112
L 1768.44, -41.36, 0.0000, 1786.00, 82.49, 0.0000, 180, 160, 112
L 1786.00, 82.49, 0.0000, 1761.00, 206.33, 0.0000, 180, 160, 112
L 1761.00, 206.33, 0.0000, 1786.00, 330.18, 0.0000, 180, 160, 112
L 1786.00, 330.18, 0.0000, 1758.36, 454.02, 0.0000, 180, 160, 112
L 1758.36, 454.02, 0.0000, 1786.00, 577.87, 0.0000, 180, 160, 112
L 1786.00, 577.87, 0.0000, 1764.11, 701.71, 0.0000, 180, 160, 112
L 1764.11, 701.71, 0.0000, 1786.00, 825.56, 0.0000, 180, 160, 112
L 1786.00, 825.56, 0.0000, 1757.33, 949.40, 0.0000, 180, 160, 112
L 1757.33, 949.40, 0.0000, 1786.00, 1073.25, 0.0000, 180, 160, 112
L 1786.00, 1073.25, 0.0000, 1758.17, 1197.09, 0.0000, 180, 160, 112
L 1758.17, 1197.09, 0.0000, 1786.00, 1320.94, 0.0000, 180, 160, 112
L 1786.00, 1320.94, 0.0000, 1665.29, 1291.29, 0.0000, 180, 160, 112
L 1665.29, 1291.29, 0.0000, 1544.58, 1320.94, 0.0000, 180, 160, 112
L 1544.58, 1320.94, 0.0000, 1423.87, 1304.24, 0.0000, 180, 160, 112
L 1423.87, 1304.24, 0.0000, 1303.16, 1320.94, 0.0000, 180, 160, 112
L 1303.16, 1320.94, 0.0000, 1182.45, 1300.85, 0.0000, 180, 160, 112
L 1182.45, 1300.85, 0.0000, 1061.74, 1320.94, 0.0000, 180, 160, 112
L 1061.74, 1320.94, 0.0000, 941.03, 1297.66, 0.0000, 180, 160, 112
L 941.03, 1297.66, 0.0000, 820.32, 1320.94, 0.0000, 180, 160, 112
L 820.32, 1320.94, 0.0000, 699.61, 1309.25, 0.0000, 180, 160, 112
L 699.61, 1309.25, 0.0000, 578.90, 1320.94, 0.0000, 180, 160, 112
L 578.90, 1320.94, 0.0000, 458.19, 1301.44, 0.0000, 180, 160, 112
L 458.19, 1301.44, 0.0000, 337.48, 1320.94, 0.0000, 180, 160, 112
L 337.48, 1320.94, 0.0000, 216.77, 1300.73, 0.0000, 180, 160, 112
L 216.77, 1300.73, 0.0000, 96.05, 1320.94, 0.0000, 180, 160, 112
L 96.05, 1320.94, 0.0000, -24.66, 1305.87, 0.0000, 180, 160, 112
L -24.66, 1305.87, 0.0000, -145.37, 1320.94, 0.0000, 180, 160, 112
L -145.37, 1320.94, 0.0000, -266.08, 1300.88, 0.0000, 180, 160, 112
L -266.08, 1300.88, 0.0000, -386.79, 1320.94, 0.0000, 180, 160, 112
L -386.79, 1320.94, 0.0000, -507.50, 1294.62, 0.0000, 180, 160, 112
L -507.50, 1294.62, 0.0000, -628.21, 1320.94, 0.0000, 180, 160, 112
L -628.21, 1320.94, 0.0000, -748.92, 1309.33, 0.0000, 180, 160, 112
L -748.92, 1309.33, 0.0000, -869.63, 1320.94, 0.0000, 180, 160, 112
L -869.63, 1320.94, 0.0000, -990.34, 1311.21, 0.0000, 180, 160, 112
